transaction_id,date,time,royalty_number,drink_type,unit_price,unit_sold,total_sale
1,2023-07-25,11:58, ,Tea,40,1,40
2,2023-07-04,14:49,7268,Latte,60,1,60
2,2023-07-04,14:49,7268,Iced Coffee,70,3,210
2,2023-07-04,14:49,7268,Tea,40,1,40
2,2023-07-04,14:49,7268,Cappuccino,60,1,60
3,2023-08-26,14:15,3194,Mocha,60,1,60
4,2023-09-11,16:15, ,Mocha,60,1,60
4,2023-09-11,16:15, ,Tea,40,1,40
4,2023-09-11,16:15, ,Espresso,40,1,40
5,2023-07-01,08:54,1735,Latte,60,1,60
6,2023-07-22,09:29,6640,Cappuccino,60,1,60
7,2023-07-20,12:20, ,Tea,40,1,40
8,2023-09-13,16:07,2654,Cappuccino,60,1,60
9,2023-08-11,16:11,9603,Tea,40,4,160
9,2023-08-11,16:11,9603,Cappuccino,60,1,60
9,2023-08-11,16:11,9603,Iced Coffee,70,1,70
9,2023-08-11,16:11,9603,Mocha,60,1,60
10,2023-07-11,08:50,3553,Espresso,40,1,40
11,2023-07-22,14:12, ,Tea,40,3,120
12,2023-08-08,08:35,1341,Cappuccino,60,1,60
13,2023-07-21,16:16, ,Iced Coffee,70,1,70
14,2023-08-14,11:24,8560,Mocha,60,1,60
14,2023-08-14,11:24,8560,Tea,40,1,40
14,2023-08-14,11:24,8560,Cappuccino,60,1,60
14,2023-08-14,11:24,8560,Latte,60,2,120
14,2023-08-14,11:24,8560,Espresso,40,1,40
15,2023-08-09,09:53,1860,Espresso,40,1,40
16,2023-07-15,10:40, ,Espresso,40,2,80
17,2023-07-27,11:51,5933,Latte,60,1,60
17,2023-07-27,11:51,5933,Tea,40,1,40
17,2023-07-27,11:51,5933,Espresso,40,2,80
17,2023-07-27,11:51,5933,Cappuccino,60,1,60
17,2023-07-27,11:51,5933,Mocha,60,1,60
18,2023-09-20,13:18, ,Latte,60,1,60
19,2023-09-29,14:09,2652,Iced Coffee,70,1,70
20,2023-07-23,10:11, ,Cappuccino,60,1,60
20,2023-07-23,10:11, ,Iced Coffee,70,1,70
20,2023-07-23,10:11, ,Latte,60,1,60
20,2023-07-23,10:11, ,Tea,40,1,40
20,2023-07-23,10:11, ,Mocha,60,1,60
21,2023-09-05,09:28,3642,Cappuccino,60,1,60
22,2023-07-03,12:50, ,Tea,40,1,40
23,2023-09-02,17:57,8800,Espresso,40,1,40
24,2023-08-30,08:15,6947,Mocha,60,1,60
25,2023-07-02,16:19,3520,Latte,60,1,60
26,2023-08-21,09:29,2568,Espresso,40,1,40
27,2023-09-29,10:29,3196,Latte,60,1,60
28,2023-09-08,10:43,4998,Tea,40,1,40
29,2023-07-30,09:05,8783,Espresso,40,1,40
30,2023-07-25,16:42, ,Cappuccino,60,1,60
31,2023-09-01,11:52, ,Cappuccino,60,1,60
31,2023-09-01,11:52, ,Iced Coffee,70,1,70
31,2023-09-01,11:52, ,Espresso,40,3,120
32,2023-07-08,11:36,2903,Latte,60,1,60
33,2023-08-13,14:30,2587,Cappuccino,60,1,60
34,2023-08-03,10:38,9591,Iced Coffee,70,1,70
35,2023-09-18,12:20, ,Mocha,60,1,60
36,2023-08-18,09:42,1633,Tea,40,3,120
36,2023-08-18,09:42,1633,Latte,60,2,120
37,2023-08-07,15:12,6996,Espresso,40,1,40
38,2023-07-21,09:43, ,Mocha,60,1,60
39,2023-08-19,08:03, ,Espresso,40,1,40
40,2023-07-22,17:22, ,Cappuccino,60,4,240
41,2023-09-17,08:09,8137,Cappuccino,60,4,240
42,2023-07-29,14:49,3467,Cappuccino,60,4,240
43,2023-08-24,08:02,6901,Latte,60,3,180
44,2023-07-01,08:17, ,Cappuccino,60,1,60
45,2023-09-03,16:14, ,Tea,40,1,40
46,2023-07-19,12:44,3598,Tea,40,1,40
47,2023-09-02,12:25,8686,Iced Coffee,70,1,70
48,2023-08-07,17:28, ,Mocha,60,1,60
49,2023-08-26,14:04,5348,Tea,40,1,40
50,2023-08-26,09:01, ,Mocha,60,1,60
51,2023-09-10,13:21,7062,Latte,60,1,60
52,2023-08-07,09:12,7984,Latte,60,1,60
53,2023-08-16,14:59,8311,Espresso,40,1,40
54,2023-08-03,14:52,3112,Tea,40,1,40
55,2023-07-02,15:39,3965,Espresso,40,1,40
56,2023-09-24,16:02,1690,Cappuccino,60,4,240
56,2023-09-24,16:02,1690,Espresso,40,1,40
56,2023-09-24,16:02,1690,Latte,60,1,60
