transaction_id,date,time,royalty_number,drink_type,unit_price,unit_sold,total_sale
1,2023-08-07,13:06,5438,Cappuccino,60,1,60
2,2023-07-13,10:12, ,Espresso,40,1,40
3,2023-09-11,13:11,8891,Mocha,60,1,60
3,2023-09-11,13:11,8891,Latte,60,1,60
3,2023-09-11,13:11,8891,Cappuccino,60,1,60
3,2023-09-11,13:11,8891,Iced Coffee,70,1,70
4,2023-07-10,15:13, ,Tea,40,1,40
4,2023-07-10,15:13, ,Latte,60,1,60
4,2023-07-10,15:13, ,Espresso,40,1,40
4,2023-07-10,15:13, ,Iced Coffee,70,1,70
4,2023-07-10,15:13, ,Cappuccino,60,3,180
5,2023-09-14,16:11, ,Tea,40,1,40
6,2023-07-06,12:30, ,Cappuccino,60,1,60
6,2023-07-06,12:30, ,Mocha,60,1,60
6,2023-07-06,12:30, ,Espresso,40,1,40
6,2023-07-06,12:30, ,Iced Coffee,70,1,70
7,2023-09-18,12:39,2018,Iced Coffee,70,2,140
8,2023-09-03,15:45,5310,Espresso,40,1,40
9,2023-07-17,12:57,2547,Iced Coffee,70,1,70
10,2023-07-02,08:18,6349,Espresso,40,1,40
11,2023-09-15,08:13,1271,Latte,60,1,60
12,2023-09-10,15:17,8725,Iced Coffee,70,1,70
12,2023-09-10,15:17,8725,Espresso,40,1,40
12,2023-09-10,15:17,8725,Cappuccino,60,3,180
12,2023-09-10,15:17,8725,Tea,40,1,40
13,2023-07-07,15:57,7515,Tea,40,4,160
13,2023-07-07,15:57,7515,Espresso,40,1,40
13,2023-07-07,15:57,7515,Cappuccino,60,1,60
13,2023-07-07,15:57,7515,Latte,60,1,60
14,2023-07-26,16:10, ,Iced Coffee,70,1,70
15,2023-08-20,12:32, ,Iced Coffee,70,1,70
15,2023-08-20,12:32, ,Tea,40,1,40
15,2023-08-20,12:32, ,Cappuccino,60,1,60
15,2023-08-20,12:32, ,Mocha,60,1,60
15,2023-08-20,12:32, ,Latte,60,1,60
16,2023-07-21,09:30,2639,Iced Coffee,70,1,70
17,2023-07-19,17:24,5780,Latte,60,1,60
18,2023-09-23,10:51,3923,Iced Coffee,70,1,70
19,2023-07-12,09:02,3648,Mocha,60,1,60
20,2023-07-29,15:34, ,Cappuccino,60,1,60
21,2023-07-30,14:32,4968,Espresso,40,2,80
21,2023-07-30,14:32,4968,Latte,60,1,60
21,2023-07-30,14:32,4968,Mocha,60,1,60
21,2023-07-30,14:32,4968,Cappuccino,60,1,60
22,2023-07-15,17:18,5336,Latte,60,1,60
22,2023-07-15,17:18,5336,Cappuccino,60,1,60
23,2023-08-20,14:06, ,Mocha,60,1,60
24,2023-09-07,10:07,2106,Espresso,40,1,40
25,2023-09-26,15:48, ,Cappuccino,60,1,60
26,2023-09-26,14:15,9206,Espresso,40,1,40
27,2023-09-25,13:17,2368,Iced Coffee,70,1,70
27,2023-09-25,13:17,2368,Tea,40,1,40
28,2023-07-14,12:54,4874,Tea,40,2,80
29,2023-07-10,08:22,8006,Cappuccino,60,1,60
29,2023-07-10,08:22,8006,Mocha,60,1,60
29,2023-07-10,08:22,8006,Latte,60,1,60
29,2023-07-10,08:22,8006,Iced Coffee,70,1,70
30,2023-07-08,13:13,7677,Tea,40,1,40
31,2023-09-02,09:50, ,Mocha,60,1,60
31,2023-09-02,09:50, ,Latte,60,1,60
31,2023-09-02,09:50, ,Espresso,40,1,40
32,2023-08-31,09:53,4760,Tea,40,2,80
32,2023-08-31,09:53,4760,Mocha,60,1,60
33,2023-07-23,12:10, ,Tea,40,1,40
33,2023-07-23,12:10, ,Cappuccino,60,1,60
33,2023-07-23,12:10, ,Espresso,40,1,40
33,2023-07-23,12:10, ,Mocha,60,1,60
34,2023-08-27,08:55,4425,Latte,60,1,60
35,2023-07-02,16:25, ,Latte,60,1,60
36,2023-07-01,13:39,5676,Mocha,60,1,60
37,2023-08-30,08:57,8360,Tea,40,1,40
38,2023-09-20,11:25, ,Cappuccino,60,4,240
39,2023-07-09,09:14,1775,Mocha,60,1,60
40,2023-09-27,12:52,6409,Latte,60,1,60
41,2023-07-14,14:13, ,Cappuccino,60,1,60
42,2023-08-17,16:59, ,Latte,60,1,60
43,2023-09-11,16:59,3180,Espresso,40,1,40
43,2023-09-11,16:59,3180,Mocha,60,1,60
44,2023-07-31,17:02, ,Cappuccino,60,1,60
45,2023-09-10,15:53, ,Iced Coffee,70,1,70
45,2023-09-10,15:53, ,Cappuccino,60,1,60
45,2023-09-10,15:53, ,Tea,40,1,40
